Tamanho,Threshold,MediaCPU,DesvioCPU,MediaReal,DesvioReal
81920,22,0.005630,0.000041,0.005630,0.000041
81920,20,0.005628,0.000043,0.005628,0.000042
81920,18,0.004491,0.000051,0.004492,0.000051
81920,16,0.004449,0.000060,0.004450,0.000060
81920,14,0.004458,0.000057,0.004459,0.000057
81920,12,0.004504,0.000044,0.004505,0.000044
81920,10,0.004491,0.000026,0.004491,0.000026
81920,8,0.004127,0.000053,0.004127,0.000053
81920,6,0.004108,0.000041,0.004109,0.000041
81920,4,0.004137,0.000069,0.004137,0.000069
81920,2,0.004117,0.000044,0.004118,0.000044
163840,-1,0.008844,0.000108,0.008845,0.000109
163840,100,0.024676,0.000068,0.024680,0.000071
163840,90,0.024710,0.000113,0.024711,0.000113
163840,80,0.024249,0.000136,0.024256,0.000136
163840,70,0.016105,0.000043,0.016108,0.000045
163840,60,0.016094,0.000057,0.016097,0.000060
163840,50,0.016075,0.000036,0.016078,0.000040
163840,40,0.016070,0.000033,0.016074,0.000039
163840,30,0.011654,0.000032,0.011655,0.000033
163840,28,0.011668,0.000037,0.011671,0.000041
163840,26,0.011700,0.000039,0.011702,0.000039
163840,24,0.011652,0.000029,0.011654,0.000030
163840,22,0.011678,0.000044,0.011682,0.000056
163840,20,0.011675,0.000040,0.011676,0.000041
163840,18,0.009374,0.000089,0.009375,0.000088
163840,16,0.009410,0.000103,0.009412,0.000103
163840,14,0.009412,0.000089,0.009415,0.000091
163840,12,0.009311,0.000060,0.009312,0.000061
163840,10,0.009303,0.000052,0.009304,0.000052
163840,8,0.008583,0.000083,0.008584,0.000082
163840,6,0.008556,0.000071,0.008559,0.000073
163840,4,0.008596,0.000077,0.008597,0.000078
163840,2,0.008565,0.000066,0.008566,0.000066
327680,-1,0.018371,0.000129,0.018375,0.000127
327680,100,0.049426,0.000181,0.049437,0.000181
327680,90,0.049348,0.000083,0.049355,0.000085
327680,80,0.049424,0.000136,0.049431,0.000134
327680,70,0.033092,0.000076,0.033100,0.000079
327680,60,0.033101,0.000067,0.033109,0.000073
327680,50,0.033054,0.000055,0.033059,0.000055
327680,40,0.033056,0.000056,0.033059,0.000057
327680,30,0.024403,0.000172,0.024408,0.000171
327680,28,0.024480,0.000187,0.024485,0.000186
327680,26,0.024361,0.000064,0.024365,0.000065
327680,24,0.024316,0.000063,0.024323,0.000070
327680,22,0.024336,0.000056,0.024340,0.000058
327680,20,0.024361,0.000074,0.024364,0.000075
327680,18,0.019532,0.000078,0.019535,0.000078
327680,16,0.019545,0.000098,0.019547,0.000098
327680,14,0.019491,0.000082,0.019496,0.000084
327680,12,0.019493,0.000078,0.019498,0.000081
327680,10,0.019544,0.000093,0.019548,0.000101
327680,8,0.018081,0.000123,0.018083,0.000123
327680,6,0.018069,0.000140,0.018072,0.000140
327680,4,0.018094,0.000125,0.018096,0.000126
327680,2,0.018104,0.000131,0.018105,0.000131
655360,-1,0.038602,0.000205,0.038608,0.000206
655360,100,0.100701,0.000148,0.100720,0.000151
655360,90,0.100778,0.000326,0.100797,0.000335
655360,80,0.100890,0.000412,0.100905,0.000413
655360,70,0.068276,0.000151,0.068289,0.000153
655360,60,0.068184,0.000143,0.068195,0.000147
655360,50,0.068198,0.000238,0.068210,0.000234
655360,40,0.068227,0.000131,0.068239,0.000138
655360,30,0.050539,0.000081,0.050546,0.000084
655360,28,0.050514,0.000093,0.050520,0.000093
655360,26,0.050631,0.000125,0.050640,0.000125
655360,24,0.050641,0.000228,0.050649,0.000229
655360,22,0.050642,0.000148,0.050651,0.000151
655360,20,0.050654,0.000248,0.050662,0.000248
655360,18,0.041043,0.000127,0.041049,0.000128
655360,16,0.041007,0.000155,0.041015,0.000158
655360,14,0.040957,0.000169,0.040964,0.000168
655360,12,0.040963,0.000118,0.040969,0.000119
655360,10,0.040984,0.000123,0.040990,0.000124
655360,8,0.038068,0.000226,0.038075,0.000233
655360,6,0.038013,0.000181,0.038019,0.000184
655360,4,0.038233,0.000263,0.038241,0.000266
655360,2,0.038163,0.000151,0.038170,0.000149
1310720,-1,0.081149,0.000368,0.081165,0.000370
1310720,100,0.205803,0.000414,0.205842,0.000409
1310720,90,0.205707,0.000172,0.205739,0.000178
1310720,80,0.205676,0.000194,0.205709,0.000206
1310720,70,0.140631,0.000359,0.140651,0.000358
1310720,60,0.140682,0.000428,0.140705,0.000425
1310720,50,0.140628,0.000221,0.140652,0.000226
1310720,40,0.140657,0.000318,0.140684,0.000323
1310720,30,0.105298,0.000219,0.105318,0.000219
1310720,28,0.105353,0.000315,0.105371,0.000314
1310720,26,0.105237,0.000174,0.105255,0.000178
1310720,24,0.105163,0.000145,0.105179,0.000150
1310720,22,0.105228,0.000129,0.105250,0.000138
1310720,20,0.105274,0.000140,0.105299,0.000141
1310720,18,0.086078,0.000200,0.086092,0.000197
1310720,16,0.086089,0.000356,0.086103,0.000355
1310720,14,0.086156,0.000193,0.086174,0.000195
1310720,12,0.086036,0.000210,0.086052,0.000209
1310720,10,0.086017,0.000199,0.086031,0.000198
1310720,8,0.080036,0.000236,0.080048,0.000237
1310720,6,0.080045,0.000267,0.080063,0.000269
1310720,4,0.080255,0.000262,0.080270,0.000268
1310720,2,0.080382,0.000377,0.080398,0.000379
2621440,-1,0.170597,0.000455,0.170632,0.000459
2621440,100,0.419587,0.000545,0.419672,0.000550
2621440,90,0.419454,0.000318,0.419537,0.000315
2621440,80,0.422769,0.004117,0.422843,0.004108
2621440,70,0.289008,0.000416,0.289059,0.000407
2621440,60,0.288921,0.000602,0.288972,0.000600
2621440,50,0.288843,0.000338,0.288893,0.000355
2621440,40,0.288847,0.000440,0.288898,0.000441
2621440,30,0.218523,0.000639,0.218561,0.000638
2621440,28,0.218175,0.000594,0.218224,0.000592
2621440,26,0.218084,0.000225,0.218130,0.000229
2621440,24,0.218179,0.000256,0.218225,0.000251
2621440,22,0.218235,0.000589,0.218279,0.000586
2621440,20,0.218304,0.000461,0.218358,0.000467
2621440,18,0.180105,0.000356,0.180137,0.000361
2621440,16,0.180006,0.000461,0.180044,0.000461
2621440,14,0.179944,0.000343,0.179983,0.000339
2621440,12,0.179926,0.000272,0.179972,0.000275
2621440,10,0.179902,0.000436,0.179939,0.000439
2621440,8,0.168575,0.000371,0.168610,0.000375
2621440,6,0.168531,0.000393,0.168567,0.000404
2621440,4,0.168935,0.000526,0.168973,0.000539
2621440,2,0.168855,0.000360,0.168893,0.000366
5242880,-1,0.357482,0.000831,0.357557,0.000827
5242880,100,0.855507,0.000714,0.855687,0.000735
5242880,90,0.855627,0.000468,0.855812,0.000487
5242880,80,0.855650,0.000605,0.855833,0.000604
5242880,70,0.594809,0.000877,0.594948,0.000865
5242880,60,0.594448,0.000704,0.594570,0.000707
5242880,50,0.594518,0.000706,0.594651,0.000708
5242880,40,0.594675,0.000755,0.594808,0.000759
5242880,30,0.452936,0.000512,0.453027,0.000510
5242880,28,0.452870,0.000590,0.452978,0.000599
5242880,26,0.453106,0.000658,0.453204,0.000654
5242880,24,0.452960,0.000639,0.453064,0.000637
5242880,22,0.453098,0.000544,0.453191,0.000540
5242880,20,0.453004,0.000379,0.453116,0.000386
5242880,18,0.376909,0.000748,0.376995,0.000739
5242880,16,0.376929,0.000692,0.377023,0.000687
5242880,14,0.376815,0.000498,0.376889,0.000511
5242880,12,0.376990,0.000652,0.377074,0.000656
5242880,10,0.376935,0.000895,0.377018,0.000914
5242880,8,0.353847,0.000650,0.353935,0.000653
5242880,6,0.353654,0.000723,0.353735,0.000721
5242880,4,0.354543,0.000568,0.354625,0.000584
5242880,2,0.354543,0.000677,0.354628,0.000682
10485760,-1,0.748357,0.000810,0.748525,0.000810
10485760,100,1.744206,0.001239,1.744586,0.001241
10485760,90,1.744297,0.000906,1.744682,0.000902
10485760,80,1.744429,0.000882,1.744805,0.000888
10485760,70,1.222291,0.001243,1.222591,0.001213
10485760,60,1.222326,0.001517,1.222600,0.001517
10485760,50,1.222636,0.001582,1.222894,0.001578
10485760,40,1.222778,0.001399,1.223039,0.001399
10485760,30,0.939286,0.001056,0.939500,0.001058
10485760,28,0.939297,0.000885,0.939499,0.000882
10485760,26,0.939438,0.000922,0.939647,0.000934
10485760,24,0.939658,0.001170,0.939866,0.001164
10485760,22,0.939406,0.000705,0.939625,0.000708
10485760,20,0.939525,0.001035,0.939735,0.001032
10485760,18,0.787625,0.000925,0.787804,0.000938
10485760,16,0.787646,0.000654,0.787835,0.000642
10485760,14,0.787658,0.000963,0.787845,0.000970
10485760,12,0.787079,0.000952,0.787258,0.000958
10485760,10,0.787196,0.001269,0.787372,0.001270
10485760,8,0.741233,0.001435,0.741404,0.001416
10485760,6,0.740952,0.001052,0.741124,0.001046
10485760,4,0.743026,0.001172,0.743188,0.001172
10485760,2,0.742952,0.001055,0.743122,0.001039
20971520,-1,1.564139,0.001483,1.564531,0.001467
20971520,100,3.556444,0.002223,3.557238,0.002251
20971520,90,3.555841,0.001726,3.556611,0.001723
20971520,80,3.555715,0.002993,3.556467,0.003092
20971520,70,2.508166,0.002058,2.508710,0.002059
20971520,60,2.510416,0.003525,2.510931,0.003521
20971520,50,2.511615,0.002421,2.512216,0.002421
20971520,40,2.511692,0.003429,2.512219,0.003414
20971520,30,1.945305,0.001013,1.945750,0.001017
20971520,28,1.945752,0.001702,1.946196,0.001702
20971520,26,1.945413,0.001489,1.945863,0.001477
20971520,24,1.945119,0.001663,1.945556,0.001646
20971520,22,1.945552,0.001467,1.945941,0.001481
20971520,20,1.945357,0.001322,1.945736,0.001335
20971520,18,1.640594,0.001080,1.640920,0.001074
20971520,16,1.641342,0.002136,1.641731,0.002113
20971520,14,1.641181,0.001405,1.641572,0.001396
20971520,12,1.640821,0.001239,1.641217,0.001220
20971520,10,1.640710,0.001123,1.641084,0.001122
20971520,8,1.548581,0.002346,1.548879,0.002355
20971520,6,1.548848,0.001535,1.549209,0.001529
20971520,4,1.552548,0.001319,1.552903,0.001322
20971520,2,1.552621,0.001223,1.552991,0.001238
41943040,-1,3.258572,0.003267,3.259318,0.003258
41943040,100,7.241466,0.004372,7.242813,0.004320
